"";"n";"lambda";"p";"df";"method";"cov_2norm"
"3196";1000;27;100;5;"SPCA";0,0473499968682077
"3197";1000;27;100;10;"PCA";0,0611487581937287
"3198";1000;27;100;10;"SPCA";0,048309821186136
"3199";1000;28;100;3;"PCA";18,5656966564216
"3200";1000;28;100;3;"SPCA";0,0456652015292233
"3201";1000;28;100;5;"PCA";0,120080910004425
"3202";1000;28;100;5;"SPCA";0,0466181576641368
"3203";1000;28;100;10;"PCA";0,0560615573878013
"3204";1000;28;100;10;"SPCA";0,0446703676148485
"3205";1000;29;100;3;"PCA";12,6863961999472
"3206";1000;29;100;3;"SPCA";0,0405234287700074
"3207";1000;29;100;5;"PCA";0,105551074842513
"3208";1000;29;100;5;"SPCA";0,0438992580469674
"3209";1000;29;100;10;"PCA";0,0527693209448253
"3210";1000;29;100;10;"SPCA";0,0420604132752201
"3211";1000;30;100;3;"PCA";15,439820452922
"3212";1000;30;100;3;"SPCA";0,0391726848519838
"3213";1000;30;100;5;"PCA";0,102214814989783
"3214";1000;30;100;5;"SPCA";0,0425640879767439
"3215";1000;30;100;10;"PCA";0,0460165253126198
"3216";1000;30;100;10;"SPCA";0,0380588651364958
"3217";1000;31;100;3;"PCA";10,6601530280425
"3218";1000;31;100;3;"SPCA";0,0419358664662593
"3219";1000;31;100;5;"PCA";0,132986269851901
"3220";1000;31;100;5;"SPCA";0,0382856908242184
"3221";1000;31;100;10;"PCA";0,0489931875906528
"3222";1000;31;100;10;"SPCA";0,0407192271626837
"3223";1000;32;100;3;"PCA";15,1089086158743
"3224";1000;32;100;3;"SPCA";0,0392717097976768
"3225";1000;32;100;5;"PCA";0,0974604976332486
"3226";1000;32;100;5;"SPCA";0,0372543400772604
"3227";1000;32;100;10;"PCA";0,0473387948352111
"3228";1000;32;100;10;"SPCA";0,0407595493939114
"3229";1000;33;100;3;"PCA";12,3087202798871
"3230";1000;33;100;3;"SPCA";0,0377082218195912
"3231";1000;33;100;5;"PCA";0,0899111535027115
"3232";1000;33;100;5;"SPCA";0,0374397620901734
"3233";1000;33;100;10;"PCA";0,0469517733900094
"3234";1000;33;100;10;"SPCA";0,0385095279040716
"3235";1000;34;100;3;"PCA";10,7135219563994
"3236";1000;34;100;3;"SPCA";0,0369526813674285
"3237";1000;34;100;5;"PCA";0,664906196575236
"3238";1000;34;100;5;"SPCA";0,0350315386145275
"3239";1000;34;100;10;"PCA";0,0412855573540139
"3240";1000;34;100;10;"SPCA";0,0347741248873975
"3241";1000;35;100;3;"PCA";7,57581771018039
"3242";1000;35;100;3;"SPCA";0,036128794575421
"3243";1000;35;100;5;"PCA";0,0849717316649277
"3244";1000;35;100;5;"SPCA";0,0358747125450669
"3245";1000;35;100;10;"PCA";0,0442592066745656
"3246";1000;35;100;10;"SPCA";0,0368400075880983
"3247";1000;36;100;3;"PCA";9,64556438531378
"3248";1000;36;100;3;"SPCA";0,0353020060580887
"3249";1000;36;100;5;"PCA";0,796984595817324
"3250";1000;36;100;5;"SPCA";0,0353907501411788
"3251";1000;36;100;10;"PCA";0,0418984924052365
"3252";1000;36;100;10;"SPCA";0,0337541127513321
"3253";1000;37;100;3;"PCA";11,2028621559296
"3254";1000;37;100;3;"SPCA";0,0348908915450721
"3255";1000;37;100;5;"PCA";0,094694340508155
"3256";1000;37;100;5;"SPCA";0,0336795959082085
"3257";1000;37;100;10;"PCA";0,0380788324813513
"3258";1000;37;100;10;"SPCA";0,0330402644095146
"3259";1000;38;100;3;"PCA";6,32108355533641
"3260";1000;38;100;3;"SPCA";0,0340548945597105
"3261";1000;38;100;5;"PCA";0,076953093539762
"3262";1000;38;100;5;"SPCA";0,0337107244988004
"3263";1000;38;100;10;"PCA";0,0397181306782211
"3264";1000;38;100;10;"SPCA";0,0321810671001191
"3265";1000;39;100;3;"PCA";8,63935158079176
"3266";1000;39;100;3;"SPCA";0,0351433989491946
"3267";1000;39;100;5;"PCA";0,0924889809944024
"3268";1000;39;100;5;"SPCA";0,0316343972621242
"3269";1000;39;100;10;"PCA";0,0369374894564923
"3270";1000;39;100;10;"SPCA";0,0317191625921535
"3271";1000;40;100;3;"PCA";7,8085741130307
"3272";1000;40;100;3;"SPCA";0,0312249592395324
"3273";1000;40;100;5;"PCA";0,0693410327544817
"3274";1000;40;100;5;"SPCA";0,0295502266644555
"3275";1000;40;100;10;"PCA";0,0399169020921597
"3276";1000;40;100;10;"SPCA";0,0319664389724751
"3277";10000;2;100;3;"PCA";6207,15954577722
"3278";10000;2;100;3;"SPCA";653,521447900203
"3279";10000;2;100;5;"PCA";398,713800650596
"3280";10000;2;100;5;"SPCA";13,3759472703173
"3281";10000;2;100;10;"PCA";2,86738216903665
"3282";10000;2;100;10;"SPCA";2,25101865275257
"3283";10000;3;100;3;"PCA";3371,46334185065
"3284";10000;3;100;3;"SPCA";13,838665950319
"3285";10000;3;100;5;"PCA";56,66606154858
"3286";10000;3;100;5;"SPCA";0,7586540062097
"3287";10000;3;100;10;"PCA";1,00616895789194
"3288";10000;3;100;10;"SPCA";0,767204212689611
"3289";10000;4;100;3;"PCA";1863,89982104602
"3290";10000;4;100;3;"SPCA";2,80532168146011
"3291";10000;4;100;5;"PCA";22,6085285664842
"3292";10000;4;100;5;"SPCA";0,467889226280351
"3293";10000;4;100;10;"PCA";0,625980555476951
"3294";10000;4;100;10;"SPCA";0,468230554976456
"3295";10000;5;100;3;"PCA";1297,33249977372
"3296";10000;5;100;3;"SPCA";4,53529909938627
"3297";10000;5;100;5;"PCA";4,69933721356135
"3298";10000;5;100;5;"SPCA";0,334702218121781
"3299";10000;5;100;10;"PCA";0,438113446025647
"3300";10000;5;100;10;"SPCA";0,332680004431528
"3301";10000;6;100;3;"PCA";917,115547835923
"3302";10000;6;100;3;"SPCA";0,265568690331115
"3303";10000;6;100;5;"PCA";5,68408501623065
"3304";10000;6;100;5;"SPCA";0,25439292048665
"3305";10000;6;100;10;"PCA";0,334638539883281
"3306";10000;6;100;10;"SPCA";0,254600927744911
"3307";10000;7;100;3;"PCA";658,689623647054
"3308";10000;7;100;3;"SPCA";0,207841745312118
"3309";10000;7;100;5;"PCA";1,64733391901643
"3310";10000;7;100;5;"SPCA";0,213008938868628
"3311";10000;7;100;10;"PCA";0,262903636717392
"3312";10000;7;100;10;"SPCA";0,202082081662795
"3313";10000;8;100;3;"PCA";500,67551227969
"3314";10000;8;100;3;"SPCA";0,187754542215487
"3315";10000;8;100;5;"PCA";0,489245670504798
"3316";10000;8;100;5;"SPCA";0,176722577129176
"3317";10000;8;100;10;"PCA";0,242487433750173
"3318";10000;8;100;10;"SPCA";0,179844901856653
"3319";10000;9;100;3;"PCA";414,679253452122
"3320";10000;9;100;3;"SPCA";0,144753283868481
"3321";10000;9;100;5;"PCA";0,506423581596816
"3322";10000;9;100;5;"SPCA";0,159486234956604
"3323";10000;9;100;10;"PCA";0,190795175471765
"3324";10000;9;100;10;"SPCA";0,155239887300879
"3325";10000;10;100;3;"PCA";362,667872507392
"3326";10000;10;100;3;"SPCA";0,1322068858576
"3327";10000;10;100;5;"PCA";2,19714519451974
"3328";10000;10;100;5;"SPCA";0,139879516227896
"3329";10000;10;100;10;"PCA";0,16935615363684
"3330";10000;10;100;10;"SPCA";0,134394891682016
"3331";10000;11;100;3;"PCA";253,530719280064
"3332";10000;11;100;3;"SPCA";0,118798089428082
"3333";10000;11;100;5;"PCA";0,324795911358611
"3334";10000;11;100;5;"SPCA";0,11876477788605
"3335";10000;11;100;10;"PCA";0,153806672782876
"3336";10000;11;100;10;"SPCA";0,114877404079248
"3337";10000;12;100;3;"PCA";327,081400569985
"3338";10000;12;100;3;"SPCA";0,105834031615647
"3339";10000;12;100;5;"PCA";0,505477753077367
"3340";10000;12;100;5;"SPCA";0,112735446287611
"3341";10000;12;100;10;"PCA";0,142645275794428
"3342";10000;12;100;10;"SPCA";0,108356357496304
"3343";10000;13;100;3;"PCA";163,389021882682
"3344";10000;13;100;3;"SPCA";0,0990272570420902
"3345";10000;13;100;5;"PCA";0,282151862137911
"3346";10000;13;100;5;"SPCA";0,105294763859205
"3347";10000;13;100;10;"PCA";0,131200083977483
"3348";10000;13;100;10;"SPCA";0,10398058416952
"3349";10000;14;100;3;"PCA";250,885301585329
"3350";10000;14;100;3;"SPCA";0,092724306019687
"3351";10000;14;100;5;"PCA";0,462290563420288
"3352";10000;14;100;5;"SPCA";0,0873281111654175
"3353";10000;14;100;10;"PCA";0,112113973343503
"3354";10000;14;100;10;"SPCA";0,0818165197970112
"3355";10000;15;100;3;"PCA";160,485813302886
"3356";10000;15;100;3;"SPCA";0,0884268595414552
"3357";10000;15;100;5;"PCA";0,238796634053974
"3358";10000;15;100;5;"SPCA";0,0886130748725407
"3359";10000;15;100;10;"PCA";0,10022424901589
"3360";10000;15;100;10;"SPCA";0,0839764602371251
"3361";10000;16;100;3;"PCA";139,125713097495
"3362";10000;16;100;3;"SPCA";0,0760144046960933
"3363";10000;16;100;5;"PCA";0,211338021458836
"3364";10000;16;100;5;"SPCA";0,0763089956906653
"3365";10000;16;100;10;"PCA";0,0966987030633052
"3366";10000;16;100;10;"SPCA";0,0802638483910729
"3367";10000;17;100;3;"PCA";155,562984116619
"3368";10000;17;100;3;"SPCA";0,0700358545003744
"3369";10000;17;100;5;"PCA";2,68306465044791
"3370";10000;17;100;5;"SPCA";0,0683407415642533
"3371";10000;17;100;10;"PCA";0,0933449717829449
"3372";10000;17;100;10;"SPCA";0,0761473404959435
"3373";10000;18;100;3;"PCA";100,665543772359
"3374";10000;18;100;3;"SPCA";0,0729851984648121
"3375";10000;18;100;5;"PCA";0,191833575366866
"3376";10000;18;100;5;"SPCA";0,0733125737000203
"3377";10000;18;100;10;"PCA";0,0904287856778622
"3378";10000;18;100;10;"SPCA";0,0721096641714725
"3379";10000;19;100;3;"PCA";88,7974384814133
"3380";10000;19;100;3;"SPCA";0,0675719824371804
"3381";10000;19;100;5;"PCA";0,184337519230755
"3382";10000;19;100;5;"SPCA";0,0701007073772323
"3383";10000;19;100;10;"PCA";0,0804996068406419
"3384";10000;19;100;10;"SPCA";0,0661445954330743
"3385";10000;20;100;3;"PCA";100,508074365847
"3386";10000;20;100;3;"SPCA";0,0645295370681374
"3387";10000;20;100;5;"PCA";0,275720190294766
"3388";10000;20;100;5;"SPCA";0,0661270264545361
"3389";10000;20;100;10;"PCA";0,083525353347018
"3390";10000;20;100;10;"SPCA";0,0669573525026458
"3391";10000;21;100;3;"PCA";102,691008306539
"3392";10000;21;100;3;"SPCA";0,0621375276103287
"3393";10000;21;100;5;"PCA";0,159121486533704
"3394";10000;21;100;5;"SPCA";0,056721315066649
"3395";10000;21;100;10;"PCA";0,0716485917003066
"3396";10000;21;100;10;"SPCA";0,0569152615274885
"3397";10000;22;100;3;"PCA";84,9636283580575
"3398";10000;22;100;3;"SPCA";0,0556454095337523
"3399";10000;22;100;5;"PCA";0,143440766707277
"3400";10000;22;100;5;"SPCA";0,0563659332738026
"3401";10000;22;100;10;"PCA";0,0681049395369367
"3402";10000;22;100;10;"SPCA";0,0545561617909511
"3403";10000;23;100;3;"PCA";48,5902414583379
"3404";10000;23;100;3;"SPCA";0,0520364577500661
"3405";10000;23;100;5;"PCA";0,149705678319165
"3406";10000;23;100;5;"SPCA";0,0578111219020556
"3407";10000;23;100;10;"PCA";0,0629936795679734
"3408";10000;23;100;10;"SPCA";0,0500187620289051
"3409";10000;24;100;3;"PCA";86,5783918392897
"3410";10000;24;100;3;"SPCA";0,0522471809365362
"3411";10000;24;100;5;"PCA";0,144751600839315
"3412";10000;24;100;5;"SPCA";0,0534045248118317
"3413";10000;24;100;10;"PCA";0,064516179720074
"3414";10000;24;100;10;"SPCA";0,0538268783408686
"3415";10000;25;100;3;"PCA";103,024630653086
"3416";10000;25;100;3;"SPCA";0,0514661655042856
"3417";10000;25;100;5;"PCA";0,132026205755978
"3418";10000;25;100;5;"SPCA";0,0498415464850222
"3419";10000;25;100;10;"PCA";0,0567285215703297
"3420";10000;25;100;10;"SPCA";0,0452143913241367
"3421";10000;26;100;3;"PCA";42,1898193361371
"3422";10000;26;100;3;"SPCA";0,0488044469263699
"3423";10000;26;100;5;"PCA";0,130741720257317
"3424";10000;26;100;5;"SPCA";0,0472119803162448
"3425";10000;26;100;10;"PCA";0,056599948449443
"3426";10000;26;100;10;"SPCA";0,0462201361881519
"3427";10000;27;100;3;"PCA";91,2269237369498
"3428";10000;27;100;3;"SPCA";0,0488206462022868
"3429";10000;27;100;5;"PCA";0,115174762330637
"3430";10000;27;100;5;"SPCA";0,0473456609158687
"3431";10000;27;100;10;"PCA";0,0549208511965983
"3432";10000;27;100;10;"SPCA";0,0474445632297172
"3433";10000;28;100;3;"PCA";56,1181552080811
"3434";10000;28;100;3;"SPCA";0,0446157102678006
"3435";10000;28;100;5;"PCA";0,140369128290378
"3436";10000;28;100;5;"SPCA";0,0442592865051658
"3437";10000;28;100;10;"PCA";0,0529229895220474
"3438";10000;28;100;10;"SPCA";0,0435045916406921
"3439";10000;29;100;3;"PCA";54,423568469857
"3440";10000;29;100;3;"SPCA";0,0445369822114207
"3441";10000;29;100;5;"PCA";0,106809399666018
"3442";10000;29;100;5;"SPCA";0,0413971261628748
"3443";10000;29;100;10;"PCA";0,0503624970157623
"3444";10000;29;100;10;"SPCA";0,043718060031465
"3445";10000;30;100;3;"PCA";42,8372588280723
"3446";10000;30;100;3;"SPCA";0,0422733910980719
"3447";10000;30;100;5;"PCA";0,108403555065405
"3448";10000;30;100;5;"SPCA";0,0399880667787746
"3449";10000;30;100;10;"PCA";0,0468537649272521
"3450";10000;30;100;10;"SPCA";0,0385179474288205
"3451";10000;31;100;3;"PCA";29,046404385388
"3452";10000;31;100;3;"SPCA";0,041256965191894
"3453";10000;31;100;5;"PCA";0,647418592209135
"3454";10000;31;100;5;"SPCA";0,0390298040726287
"3455";10000;31;100;10;"PCA";0,0491027113929306
"3456";10000;31;100;10;"SPCA";0,0410616587612805
"3457";10000;32;100;3;"PCA";52,0214879376484
"3458";10000;32;100;3;"SPCA";0,038685712143967
"3459";10000;32;100;5;"PCA";2,92171701034807
"3460";10000;32;100;5;"SPCA";0,0407157552016707
"3461";10000;32;100;10;"PCA";0,0462257649914834
"3462";10000;32;100;10;"SPCA";0,0383907059919073
"3463";10000;33;100;3;"PCA";57,0182894468692
"3464";10000;33;100;3;"SPCA";0,0384815426581245
"3465";10000;33;100;5;"PCA";0,124299986924451
"3466";10000;33;100;5;"SPCA";0,0374568690080664
"3467";10000;33;100;10;"PCA";0,0460877833415094
"3468";10000;33;100;10;"SPCA";0,0391026887121274
"3469";10000;34;100;3;"PCA";44,5457624226994
"3470";10000;34;100;3;"SPCA";0,0356526952580357
"3471";10000;34;100;5;"PCA";0,0946966836225653
"3472";10000;34;100;5;"SPCA";0,0361059820353432
"3473";10000;34;100;10;"PCA";0,0410579571997432
"3474";10000;34;100;10;"SPCA";0,0343164435116335
"3475";10000;35;100;3;"PCA";46,4460462291712
"3476";10000;35;100;3;"SPCA";0,0354454373389923
"3477";10000;35;100;5;"PCA";0,0833920469652753
"3478";10000;35;100;5;"SPCA";0,0367992359472336
"3479";10000;35;100;10;"PCA";0,041041446953471
"3480";10000;35;100;10;"SPCA";0,0360767678470838
"3481";10000;36;100;3;"PCA";41,5719585229648
"3482";10000;36;100;3;"SPCA";0,0339729428504405
"3483";10000;36;100;5;"PCA";0,102279024471135
"3484";10000;36;100;5;"SPCA";0,0353656103789862
"3485";10000;36;100;10;"PCA";0,0395987403169104
"3486";10000;36;100;10;"SPCA";0,0323208225209992
"3487";10000;37;100;3;"PCA";39,9519430344791
"3488";10000;37;100;3;"SPCA";0,0341746997255111
"3489";10000;37;100;5;"PCA";0,0829137919034296
"3490";10000;37;100;5;"SPCA";0,0327047336223393
"3491";10000;37;100;10;"PCA";0,0380662443280228
"3492";10000;37;100;10;"SPCA";0,0329547111870936
"3493";10000;38;100;3;"PCA";30,7296019430661
"3494";10000;38;100;3;"SPCA";0,0327191343330057
"3495";10000;38;100;5;"PCA";0,077237561614736
"3496";10000;38;100;5;"SPCA";0,032863370576998
"3497";10000;38;100;10;"PCA";0,037525966903474
"3498";10000;38;100;10;"SPCA";0,0302064105246941
"3499";10000;39;100;3;"PCA";43,6594393508916
"3500";10000;39;100;3;"SPCA";0,0322449000572968
"3501";10000;39;100;5;"PCA";0,0934669823687333
"3502";10000;39;100;5;"SPCA";0,0322350649249866
"3503";10000;39;100;10;"PCA";0,0356243889671533
"3504";10000;39;100;10;"SPCA";0,032013257996967
"3505";10000;40;100;3;"PCA";6,16275016640478
"3506";10000;40;100;3;"SPCA";0,0311617515735473
"3507";10000;40;100;5;"PCA";0,080448083806446
"3508";10000;40;100;5;"SPCA";0,0312677899845717
"3509";10000;40;100;10;"PCA";0,0354767172397695
"3510";10000;40;100;10;"SPCA";0,0305514578541832
